genre,enteredCharts,twitterFollowers,artistSongs,labelSongs,daysAfterRelease
Techno,0,55752,402,4,37
House,0,114,36,237,5
Progressive House,1,729,25,4689,34
Techno,0,26,18,141,7
House,0,204,98,3282,5
House,0,776,261,950,19
Techno,0,85,56,329,13
Trance,0,6240,229,6207,23
Trance,1,10883,222,1786,2
House,0,918,2133,2112,5
Progressive House,0,23,21,2,9
Deep House,0,2326,437,4,34
Electro House,0,1551,6,1030,2
Techno,0,41,58,198,6
Deep House,0,359,109,32,9
Progressive House,0,183,39,47,17
House,0,1131,358,45,13
House,0,25,29,243,14
Progressive House,0,1545,341,2112,2
Progressive House,0,13649,20,228,2
Trance,1,32,58,1786,58
Trance,0,28395,575,52,9
Electro House,0,131,333,627,7
House,1,52,512,719,9
Progressive House,0,19146,158,992,1
Deep House,0,74,19,142,13
House,0,5716,7,6,2
Techno,0,1153,39,324,11
Deep House,0,417,38,151,0
Trance,0,252,163,3068,16
Progressive House,0,1,56,22,12
House,0,59828,99,812,18
Electro House,0,697,25,5809,7
Progressive House,0,188,14,21,16
House,0,50,160,1848,13
House,0,94,27,243,14
House,0,3418,56,3282,12
Techno,0,326,3,273,11
Deep House,0,690,62,86,16
Electro House,0,15034,29,319,2
Electro House,0,168,117,435,13
Techno,0,62,47,5,12
House,1,2911,93,719,41
Trance,0,6177,224,781,16
Techno,0,204,33,12,27
Trance,0,693,721,1680,13
Techno,0,1568,43,16231,10
House,0,9121,63,156,10
Progressive House,0,138,36,57,23
Trance,1,3439,160,46,37
Electro House,0,744,34,51,16
Techno,0,890,47,26,19
Deep House,0,7540,65,36,9
Deep House,0,227,49,117,14
Electro House,0,180,35,319,2
House,0,63,109,435,19
House,0,6470,342,1030,25
House,0,779,17,89,2
Techno,1,895,280,349,37
Techno,0,5330,278,53,30
Techno,0,152,38,167,20
Techno,0,82,18,2206,9
House,0,2,256,177,13
House,0,201,25,93,23
Deep House,0,236,39,47,32
House,0,309,63,179,3
House,0,3323,19,278,24
Electro House,0,2856,52,392,6
Trance,0,8549,487,3068,16
Deep House,0,1336,39,4689,34
Techno,0,4244,180,162,2
House,0,3433,224,16231,20
Techno,0,94,7,98,4
House,0,357,53,216,6
Trance,0,2609,96,3694,23
House,0,83,16,89,9
Trance,0,61,243,352,17
Progressive House,0,1487,22,56,26
Deep House,0,351,461,303,9
Progressive House,0,983,344,6,15
Techno,0,2,65,404,2
Deep House,0,6,9,8,12
Techno,0,886,105,303,9
House,0,28126,203,1041,20
Electro House,0,930,7,3241,10
Electro House,0,44585,71,57,20
Trance,0,75,121,52,30
Techno,0,329,20,5,19
Progressive House,0,67853,418,781,16
Techno,0,17645,61,5,9
House,0,598982,226,571,6
Deep House,0,174,40,1032,8
Trance,0,4568,30,50,14
House,0,32811,28,3241,8
Progressive House,0,1783,173,14,2
Deep House,0,4,65,173,10
House,0,183,1,1214,6
Trance,0,60,2,9,2
Progressive House,0,317,79,268,10
Progressive House,0,2051,18,1053,3
Electro House,0,1087,54,435,20
House,0,86,28,81,6
House,0,2684,9,23,14
Progressive House,0,160,299,250,27
House,0,274,90,3282,5
Progressive House,0,15439,40,2572,16
Techno,0,10717,360,1041,13
Trance,0,39229,701,351,2
House,0,39,60,120,18
Trance,1,16173,251,352,16
Techno,1,44910,99,16,16
Deep House,0,470018,401,638,10
Trance,0,24365,401,1017,37
Progressive House,1,43371,47,71,23
Deep House,0,163,59,63,2
House,0,4,78,109,3
House,0,154,9,480,6
Progressive House,0,1662829,201,1420,19
House,0,273,1,5,2
House,0,50,160,14,9
House,0,24365,124,336,2
Deep House,0,174,60,61,9
Deep House,0,30021,10,3241,8
Techno,0,116,204,4,32
Trance,0,868,132,52,9
House,0,3718,508,16231,20
Progressive House,0,745,22,42,16
House,0,336,980,2963,6
Deep House,0,2,2,8,2
House,0,1078,133,2206,20
Techno,0,233,257,13,12
Techno,0,26,72,81,2
Techno,0,520,82,436,16
Trance,0,2364,73,1108,23
Techno,0,6,189,83,9
House,0,630,34,16231,12
Techno,0,390,19,5,30
Techno,0,202,58,5,23
Techno,0,3415,324,2206,9
House,0,47,75,4,24
House,0,3748,202,167,13
Techno,0,571,73,84,30
Deep House,1,1576,15,99,51
Trance,0,214162,547,3068,30
Deep House,0,310,90,4,20
Trance,0,11384,107,3694,9
Trance,1,413,159,137,51
Techno,0,787,45,91,13
Electro House,0,96,27,1425,13
House,0,7573,248,151,16
Progressive House,0,429,347,124,9
Deep House,0,753,24,47,16
Deep House,0,980,88,223,9
Deep House,0,32,51,11,9
Deep House,0,462,12,10,12
Trance,0,1945,64,1108,9
Progressive House,0,70,77,173,10
Progressive House,0,7,178,1680,27
Techno,0,3,41,123,5
House,0,91852,328,638,16
House,0,600,371,1032,25
Trance,0,693,721,1030,25
House,0,1033,13,17,6
Progressive House,0,309,208,2,30
House,0,1,68,68,13
House,0,3210,45,17,6
House,0,295,93,1032,26
Progressive House,0,101316,916,1249,30
Deep House,1,6894,106,14,2
Electro House,0,56,8,16,13
House,0,218,93,435,23
Deep House,0,494,21,83,16
Techno,0,490,98,413,23
Deep House,0,10,30,525,6
Techno,0,161,82,136,23
Trance,0,18203,397,219,30
House,0,6889,26,89,2
Trance,1,1531,72,638,37
Techno,0,4374,34,16231,10
Electro House,0,2651,40,319,9
Electro House,0,2238,61,15,10
Deep House,0,511,219,233,23
Electro House,0,8939,22,7,11
Techno,1,4245,180,349,51
Techno,0,127,46,4058,19
Trance,0,998,81,3068,16
House,0,1654,251,3241,15
Progressive House,0,2045,346,435,6
Progressive House,0,6114,41,3282,0
Deep House,0,6469,107,182,16
Progressive House,0,10405,592,904,2
House,0,114,122,3241,10
Trance,0,5353,176,1108,2
Trance,0,1873,5,1108,9
Deep House,0,103,22,235,21
Electro House,0,118,83,319,2
Progressive House,1,74151,188,182,37
House,0,7843,9,435,19
House,0,27,89,17,12
Trance,0,28395,575,52,30
House,0,21063,65,111,34
Deep House,0,858,397,117,16
Electro House,0,8930,13,1319,2
Progressive House,0,1164,10,781,23
Techno,0,1374,70,10,24
Progressive House,0,46,432,747,6
Techno,0,2333,16,10,16
Deep House,0,1487,33,150,23
House,0,50,160,2963,3
House,0,195,131,382,6
House,0,426,567,16231,5
Dubstep,0,2460,11,4,9
House,0,2097327,19,2,16
House,0,7573,248,5809,26
Dubstep,1,101,35,4689,27
Techno,0,2364,33,308,13
House,0,22,12,12,23
House,0,6509,432,928,3
Progressive House,0,228,14,24,11
Progressive House,0,309,208,147,2
House,0,284,67,179,16
Deep House,0,74,41,117,14
Progressive House,0,13,5,51,13
House,0,147,225,257,16
House,0,21155,133,2963,26
Electro House,0,118,857,160,13
House,0,229,140,174,21
House,0,50,160,179,5
Deep House,0,667,9,1171,9
House,0,98,272,2572,16
Progressive House,0,21,10,45,12
Deep House,0,1057,239,3068,2
House,0,186,85,16231,3
House,0,8319,113,45,9
Electro House,0,15360,541,178,19
Deep House,0,67,95,355,2
House,1,1252,34,367,9
Techno,0,176,18,3,23
Progressive House,0,206,124,340,30
Deep House,0,314,55,5,23
Deep House,0,176,55,179,27
House,0,118,22,84,2
Trance,0,2107,114,52,37
Techno,0,167,47,1867,13
Trance,1,1105,9,78,37
Trance,0,4152,114,1108,23
House,1,51,160,14,2
House,0,133656,863,5809,11
Electro House,0,268,15,44,24
Trance,0,372,39,351,9
House,0,118,857,58,20
Techno,0,26,72,113,9
Techno,1,4245,180,37,2
Trance,0,3671,186,351,30
House,0,25369,45,156,14
House,0,12425,42,186,33
House,0,15629,337,345,30
Electro House,0,7048,205,1032,28
House,0,635,158,4,23
Progressive House,1,6460,59,768,37
Trance,0,22932,313,3068,16
House,0,15629,337,16231,21
House,0,123,4,179,27
Deep House,0,208,305,304,2
Techno,0,450,15,23,2
Techno,0,23056,22,3,17
House,1,55670,197,1676,9
Deep House,0,33,103,223,6
Techno,0,66,47,255,27
House,0,924,311,7,13
Deep House,0,48,15,67,5
Progressive House,0,36,44,70,6
Deep House,0,1662829,201,71,9
Techno,0,268,177,23,24
Trance,1,1874,5,113,2
Deep House,0,266,161,430,6
Deep House,1,57506,33,51,10
Techno,0,10154,158,107,27
Progressive House,0,983,344,50,27
Trance,0,26574,48,2,18
Techno,0,182,103,22,23
Progressive House,0,1649,251,1680,13
Progressive House,0,92,139,1680,20
Deep House,1,80630,201,125,37
House,0,1,17,10,9
Trance,1,151,82,1786,58
Dubstep,0,100,35,4689,27
Techno,0,45869,135,194,16
House,0,3750,43,2112,26
House,0,92,38,136,9
Electro House,1,252,129,4,9
Trance,0,4872,90,54,9
Deep House,1,2763,31,115,10
Trance,0,3818,115,340,16
House,0,5023,16,20,2
House,0,207,7,17,6
Deep House,0,105,88,303,9
Deep House,0,8753,225,2206,27
Techno,0,1,3,89,9
Electro House,0,547,20,1071,3
Trance,0,1605,109,4,23
Techno,0,1053,7,3,2
House,0,59828,99,5809,11
Techno,0,139,155,13,25
House,0,2491,72,163,6
Progressive House,0,8443,50,219,16
Techno,0,97,47,21,6
Trance,0,4296,108,1108,23
Deep House,0,670,91,58,2
Deep House,0,308,69,182,16
Deep House,0,133,58,320,6
House,0,193,73,435,26
Techno,0,33,62,57,2
Progressive House,0,9623,13,2572,16
Trance,0,1,37,332,6
House,0,10,30,56,23
Progressive House,0,15,38,17,6
House,0,62,23,376,10
House,0,33513,15,15,30
Deep House,0,15,161,35,19
House,0,937,9,17,6
Deep House,0,141,17,17,6
House,0,218,740,992,16
Progressive House,0,131,333,31,16
House,0,589,362,224,17
Trance,0,1316727,246,4689,9
Trance,0,227,72,1017,2
Electro House,0,16,9,120,20
Progressive House,0,257,499,1680,13
House,0,17285,132,293,12
Trance,0,17835,46,8,9
House,0,107,84,118,23
House,0,137,70,151,0
House,0,154,221,180,17
Progressive House,0,6012,142,156,10
Deep House,0,8794,42,3,37
House,0,78500,80,507,18
House,0,1131,358,45,13
Dubstep,0,578,42,43,8
Trance,1,2108,114,55,9
Trance,0,6240,229,3068,2
House,0,32811,28,3241,8
Electro House,0,1219,78,1030,25
House,0,414,155,86,2
Techno,0,339,13,20,2
House,0,25738,8,2572,16
Progressive House,0,6952,148,16231,18
House,0,463,47,1032,26
Techno,0,908,15,186,25
Deep House,0,245,237,117,2
Techno,0,659,360,14,30
Deep House,0,38,59,53,20
Progressive House,0,427,105,75,16
Trance,0,1580,47,115,16
House,0,6,676,3241,4
Progressive House,0,362,52,592,14
Trance,0,5166,97,219,30
Trance,0,63691,502,8,23
House,0,42742,32,26,9
Progressive House,0,452,44,108,30
Deep House,0,145,44,650,30
House,0,32620,58,1030,27
Deep House,0,16,22,25,2
Deep House,0,77,258,91,5
House,0,602,116,4,2
Progressive House,0,755,1,1249,23
Deep House,0,1208,54,25,16
Trance,0,2487,229,52,23
Progressive House,0,86,29,70,5
House,0,7241,29,1214,6
Progressive House,0,409,5,340,16
Techno,0,43,1,50,13
Deep House,0,1178,28,9,23
Progressive House,0,123,17,1249,9
Techno,1,32541,175,45,65
Trance,0,3,151,179,9
Electro House,0,118,83,319,2
House,0,918,2133,1532,22
House,0,30203,1926,1037,22
Electro House,0,4666,42,1680,20
Techno,0,1500,7,1,33
Progressive House,0,1014,22,5,16
Progressive House,0,32,23,1680,13
Dubstep,0,400,14,78,31
House,0,1286,16,1047,24
Trance,0,6177,224,1053,3
Trance,0,9980,40,9110,20
Trance,0,1329,60,351,2
Deep House,0,22457,6,142,13
House,0,48162,546,228,36
Progressive House,0,128,249,26,9
House,0,3,4,10,9
Trance,0,998,116,200,2
House,0,2318,1,2206,20
House,0,81,1,293,12
Deep House,0,3,10,278,2
House,0,895,745,1032,30
Deep House,0,490,98,1383,18
Progressive House,0,153,14,4689,16
Progressive House,0,257,499,1680,13
Trance,0,870,129,351,2
Techno,0,1004,36,1308,3
House,0,1028,14,627,13
Progressive House,0,255,1,4689,3
House,0,234,9,3241,10
Progressive House,0,154,221,180,11
Trance,0,27,78,1680,13
House,0,11357,48,850,1
Techno,0,689,17,1308,3
House,0,354,46,1107,17
Progressive House,0,26,25,992,16
Progressive House,0,15,22,91,17
Trance,0,92,139,1680,13
Techno,1,4812,379,114,44
Deep House,0,1039,49,4058,12
Progressive House,0,1649,251,1680,27
House,0,426,567,16231,0
Techno,0,1,83,119,9
Deep House,0,490,34,61,13
House,0,64,115,3241,10
House,0,115,134,154,30
Electro House,0,11,151,41,7
Deep House,0,154,221,180,16
Dubstep,0,1276,52,1,6
Electro House,0,20136,502,16231,6
Electro House,0,89,17,70,25
Dubstep,0,196,242,905,12
Trance,0,3221,35,3068,16
Progressive House,0,42,49,191,9
Progressive House,0,69857,264,2572,16
House,0,441,3,109,6
Techno,0,86,74,186,4
Trance,0,1316727,246,4689,3
Techno,1,1568,131,34,44
Deep House,0,82,115,79,26
Trance,0,6240,229,52,9
Techno,1,1116,301,257,58
Trance,0,189,10,1108,16
Deep House,0,225,651,151,27
Trance,0,2395,31,52,9
Deep House,0,387,39,650,27
House,0,502,298,3241,4
Techno,0,737,60,8,9
Deep House,0,357,116,303,9
Techno,0,6,8,98,11
Progressive House,0,489,1,136,6
Trance,1,3013,27,10,23
Trance,0,3285,36,3694,9
House,0,15,16,11,23
Techno,0,6,50,28,13
Deep House,0,428,4,5,3
House,0,185,434,156,2
Progressive House,0,2370,10,107,16
Electro House,0,6225,91,3694,23
House,0,63,6,24,21
House,0,690,269,2206,20
Electro House,0,1820,17,3282,21
House,0,301,96,8,2
Progressive House,0,161,8,157,20
Techno,0,71,119,61,17
Deep House,0,5764,185,650,13
Progressive House,0,300,45,91,17
Deep House,0,543,49,996,5
Deep House,0,301,96,49,13
House,0,2207,23,1032,7
Trance,1,694,721,15,51
House,0,1783,173,1032,25
Trance,0,1373,151,351,16
Techno,0,599,42,100,16
House,0,26419,4,138,1
Dubstep,1,1,2,41,46
Trance,0,326,132,351,2
Deep House,0,152,251,67,12
Deep House,0,44,23,340,2
Progressive House,0,83,131,5809,7
Techno,0,1232,85,15,16
Trance,0,2364,73,105,16
Trance,0,3296,258,52,9
Techno,0,37,29,6,9
Techno,0,3168,59,206,9
Trance,0,30883,273,3068,16
Deep House,0,417,133,89,11
Deep House,0,10,30,719,6
Electro House,0,218,740,3241,10
House,0,598982,226,992,8
Progressive House,0,255,33,340,9
Electro House,0,9753,20,17,25
Progressive House,1,12954,79,226,2
Techno,0,1280,146,4,30
Trance,0,870,129,375,12
House,0,15629,337,16231,20
House,0,154,221,180,16
Deep House,0,26419,4,138,1
House,0,594,17,17,23
House,0,17179,516,66,13
House,0,336,980,2963,3
House,0,2018,182,4689,3
Deep House,0,147,225,1416,6
Techno,0,64,18,125,23
House,0,15,23,179,26
Progressive House,0,351,41,1413,16
Progressive House,0,38643,261,300,20
House,0,195,131,34,6
Electro House,0,118,83,319,2
Techno,0,992,42,17,13
Electro House,0,79397,21,26,26
House,0,18,74,248,30
Dubstep,0,1276,52,1,6
Dubstep,0,1805,4,1319,16
Deep House,0,74,41,170,27
Deep House,0,983,344,92,16
Trance,0,75,121,52,23
Progressive House,0,19,2,135,9
House,0,163,69,51,24
House,0,3,39,221,9
House,0,10,15,93,2
Trance,0,140,78,43,30
Deep House,0,118,22,84,2
House,0,606,15,9,16
Progressive House,0,257,499,1680,20
Techno,0,257,20,256,2
Trance,0,185,7,176,6
Deep House,1,6789,39,150,23
Electro House,0,88,32,70,25
Progressive House,0,2229,212,57,20
Techno,0,1349,26,2,5
House,0,1227,42,55,5
Deep House,0,17022,113,121,16
Techno,0,77,3,70,20
Deep House,0,380,3,63,2
House,0,9727,421,183,13
Trance,0,10,8,855,13
Trance,0,664,185,351,2
Deep House,0,357,116,151,27
Techno,0,361,106,6,9
Trance,0,11584,656,3068,16
Techno,0,4196,63,564,25
House,0,50,160,2112,5
House,0,327,10,88,6
Progressive House,1,598983,226,2,44
Progressive House,0,2229,212,15,3
Electro House,0,180,35,319,2
Techno,0,581,155,6,16
Electro House,0,188,124,747,2
House,0,15,161,35,19
Techno,0,94,7,98,4
Deep House,0,144,61,223,24
House,0,5024,320,98,2
House,0,66,32,1032,7
Deep House,0,239,9,11,11
Progressive House,0,3851,146,120,16
Progressive House,0,983,344,50,23
House,0,2416,88,179,2
Trance,0,1123,202,1680,13
Deep House,0,144,61,187,17
Progressive House,0,3272,12,124,9
Techno,0,52,14,16,10
Techno,0,47,60,317,11
Deep House,0,784,59,40,23
House,0,48162,546,228,2
Progressive House,0,426,88,435,18
Trance,0,11907,173,8,23
House,0,488,74,1032,13
Trance,0,1362,163,219,16
House,0,113,3,101,11
Trance,0,227,72,1017,9
Progressive House,0,181,277,123,9
Techno,0,48,55,15,11
House,0,389,89,34,20
House,0,115,134,1071,20
House,0,3485,60,60,9
House,0,1481,7,305,12
Trance,0,196,138,3068,16
Deep House,0,5,14,14,9
Deep House,0,225,29,1,5
House,1,1307,1,743,16
House,0,1921,58,136,9
Techno,0,1522,208,317,11
Techno,0,1468,151,706,16
Progressive House,0,38643,261,300,20
Electro House,0,345,20,41,14
Progressive House,0,908,117,18,9
House,0,609,62,29,24
House,0,207,38,30,23
Trance,1,4621,38,66,37
Deep House,0,354,16,82,2
Trance,0,2093,69,156,10
House,0,5953,96,992,8
Progressive House,0,6509,432,38,32
Deep House,0,3349,65,355,2
Trance,0,1215,56,3827,13
Techno,0,8081,30,706,16
House,0,104,89,20,2
House,0,3128,18,1214,13
Techno,1,13926,310,349,58
Trance,0,27,18,1108,2
Electro House,0,3039,3,7,30
Trance,0,48,54,707,20
Electro House,1,1160,47,50,51
Progressive House,0,370,46,1032,6
Trance,0,24365,401,200,37
Techno,0,4894,171,83,16
Progressive House,0,60,34,173,10
House,0,2319,48,23,24
House,0,994,62,280,6
House,0,414,3,3,31
House,0,957,43,27,31
House,0,36454,128,19,16
Electro House,0,158,52,1680,13
Deep House,0,628,14,6,2
Trance,0,5,96,130,12
House,0,8387,174,55,9
Trance,0,21127,268,160,2
Electro House,0,257,499,1680,20
Electro House,0,492,171,15,30
Techno,1,21848,405,14,30
House,0,1712,220,179,2
House,0,1104,13,23,2
House,0,1521,100,16231,0
Electro House,0,1546717,4,4689,27
House,1,554,36,29,3
Progressive House,1,89062,139,52,65
Electro House,0,345,20,41,14
House,0,3635,333,992,8
Progressive House,0,3296,258,26,17
Deep House,0,5,34,91,33
Techno,0,6218,448,62,16
Techno,0,496,88,2206,9
House,0,6470,342,293,12
House,0,2416,88,3282,20
Trance,1,132,10,47,44
Techno,0,628,84,159,9
Electro House,0,2066,11,101,9
Progressive House,0,550,153,3282,0
Progressive House,0,60,163,16231,18
Trance,1,129,249,44,2
House,0,1086,22,228,9
Techno,0,79,122,21,13
Deep House,0,115,30,198,9
Progressive House,0,1897,269,191,18
Progressive House,0,7958,497,553,34
Techno,0,3543,273,549,2
Trance,0,1370,193,3068,16
House,0,27,690,3241,0
House,0,439,38,16231,6
Progressive House,0,15360,541,193,32
Techno,0,77,7,206,9
Trance,0,362,44,7,9
Progressive House,0,167,30,136,6
Progressive House,0,6012,142,156,10
Electro House,0,162,121,16231,6
Trance,0,4745,51,3068,16
House,0,2756,73,1105,9
Trance,0,693,721,707,16
Progressive House,1,475,7,4689,13
House,0,8596417,46,2572,37
House,0,354,138,16231,7
Trance,0,18203,397,3068,16
Trance,1,96,21,781,2
Techno,0,894,280,1093,16
Electro House,0,180,35,319,2
Electro House,0,6114,41,57,20
Deep House,0,106,106,1676,8
Deep House,0,179,90,109,3
Trance,1,183,254,1053,44
Progressive House,0,562,67,392,6
Techno,0,2980,399,4058,11
Deep House,0,600,295,91,14
Techno,0,76,211,66,9
House,0,15629,337,16231,20
House,0,2949,81,74,23
Techno,0,385,19,19,9
Deep House,0,99,10,76,2
House,0,152,251,151,16
Trance,0,911,40,3068,16
House,0,3774,300,85,19
Trance,0,92,139,1680,13
Trance,0,480,209,781,9
House,0,30203,1926,2963,29
Electro House,0,12953,79,3694,23
House,0,1,93,91,13
Progressive House,0,6,2,3694,13
Deep House,0,3577,13,13,13
Electro House,1,1160,47,314,2
Deep House,0,229,6,87,9
Deep House,0,705,129,148,6
House,0,1945,146,179,20
Techno,1,45,68,166,44
Techno,0,2,51,89,16
Trance,0,2364,73,1108,30
House,0,316,79,34,20
Progressive House,0,23910,7,1249,30
House,0,195,131,320,20
Progressive House,0,7,178,1030,2
Electro House,0,2774,149,1071,3
Trance,0,755,97,43,16
Techno,0,490,80,1,9
Techno,0,7279,192,76,30
House,1,133657,863,71,51
House,0,50,160,167,13
Electro House,0,547,20,136,27
Trance,0,32620,58,1030,27
Progressive House,0,26606,69,15,6
Techno,0,775,132,158,30
Electro House,0,212,1,23,11
Techno,0,5218,61,627,2
Trance,0,22932,313,3068,2
House,0,1783,173,1032,12
Progressive House,0,988,77,1214,20
Techno,0,414,19,347,11
Trance,0,336,14,364,16
Techno,0,135,61,141,2
Dubstep,0,2133,17,5,31
House,0,4253,5,1071,10
Trance,0,4666,42,11,23
Techno,0,11970,175,981,16
Progressive House,0,45,10,107,16
Trance,0,15846,225,1108,16
House,0,895,745,16231,0
House,0,59828,99,5809,25
House,0,1859,608,1786,6
Techno,0,4836,116,439,27
House,0,6,11,17,6
Dubstep,0,29,48,1,6
House,0,193,73,3282,6
House,0,2097327,19,2,16
House,0,321,34,109,9
Deep House,0,652,29,182,16
Trance,1,123,24,44,2
House,0,602,116,4,2
Techno,1,32541,175,436,9
Progressive House,0,23,21,2,9
Techno,0,3415,324,1041,16
House,0,98,272,719,13
Trance,0,262,272,3068,16
Progressive House,0,88,291,90,9
House,0,152,100,1030,2
Techno,0,580,12,29,6
Electro House,0,118,83,319,2
House,0,3965,86,89,9
Trance,0,9952,164,8,9
House,0,36454,128,1105,27
House,0,334,6,10,9
Electro House,0,20136,502,747,6
House,0,25369,45,156,14
Deep House,0,719,39,90,9
Progressive House,0,6,26,553,6
House,0,50,160,3282,14
Deep House,0,3,6,18,2
Deep House,0,851,45,27,12
Progressive House,0,507,34,566,16
Electro House,0,2883,41,392,9
Techno,0,1723,34,61,2
Progressive House,0,2800,100,220,2
Techno,0,448,32,12,30
Deep House,0,14380,74,16231,19
Progressive House,0,429,347,173,10
House,0,11240,471,1032,31
Electro House,0,189,44,17,6
House,0,554,23,2963,3
House,0,8026,302,430,6
Deep House,0,4,65,173,10
Techno,0,243,69,59,19
Trance,0,2459,202,1680,13
House,0,1327,87,50,21
Deep House,0,2684,99,92,2
House,0,8753,225,627,28
Progressive House,0,775,26,107,16
Dubstep,0,2,46,107,16
House,0,7,42,171,35
Deep House,0,600,371,237,25
Progressive House,0,17,102,58,4
Trance,0,4337,105,3694,13
Electro House,0,2774,149,5809,21
Electro House,0,2704,50,392,13
Techno,0,63,84,65,2
House,0,98,272,179,20
Trance,0,1458,41,50,20
Dubstep,1,368,6,41,32
House,0,7945,88,3282,20
House,0,141,89,179,5
House,0,1767,21,17,6
Progressive House,0,190,13,4,30
Electro House,1,1817,3,136,51
Electro House,0,41,20,183,13
Trance,0,732,92,303,9
House,0,564,215,1032,13
Trance,1,21964,355,470,34
House,0,1101,47,59,3
Deep House,0,16,95,236,23
Trance,0,225485,325,1108,30
Trance,0,4980,382,80,30
Deep House,0,301,96,49,13
House,0,58,17,719,6
Deep House,1,146,44,650,34
House,0,39,36,86,16
Deep House,0,4041,11,24,16
Deep House,0,8753,225,148,34
House,0,92,18,29,24
Progressive House,0,792,85,2572,16
Deep House,0,51,47,382,20
Deep House,0,28,14,24,16
Trance,1,5544,192,8,37
Progressive House,0,204669,1,1249,23
