genre,enteredCharts,twitterFollowers,artistSongs,labelSongs,daysAfterRelease
House,0,278,176,380,27
Electro House,0,473,33,392,13
Electro House,0,4,449,392,6
Deep House,1,4,10,446,27
Deep House,0,1945,146,180,20
House,0,336,980,179,33
Techno,0,4337,105,179,19
Progressive House,0,2754,17,650,31
Techno,0,254,12,52,23
Techno,0,769,26,79,16
Electro House,0,68,64,29,24
Deep House,0,83,384,176,27
Electro House,0,336,4,63,16
Trance,0,470018,401,4689,34
Progressive House,1,7,9,71,58
Techno,0,3732,129,53,9
Electro House,0,539,20,392,6
Progressive House,0,113,28,340,23
Deep House,0,158,30,393,9
Trance,0,214,122,1425,20
Trance,1,8941,100,781,2
House,0,523,334,65,2
Progressive House,0,199143,480,16231,17
Progressive House,0,6528,155,1420,19
Deep House,0,1606,33,1444,27
Trance,0,214162,547,3068,30
Deep House,0,3,41,20,16
Electro House,0,15360,541,178,39
Deep House,0,308,69,138,1
House,0,36,33,5,12
Deep House,0,17409,42,67,17
House,0,13,86,81,27
Trance,1,43321,495,4689,9
Electro House,0,51471,185,22,21
Electro House,0,20,43,66,3
Electro House,0,634,41,1680,20
Trance,0,1057,239,1249,23
Trance,0,161,82,136,23
Techno,0,3732,129,706,16
Progressive House,0,233395,709,15,6
Trance,0,6012,142,156,10
Progressive House,0,16316,463,5809,7
House,0,63,6,24,18
Progressive House,0,2193,17,992,16
Techno,0,6,37,65,13
Techno,0,2056,155,69,9
House,0,5,16,1621,16
Progressive House,0,841,40,22,9
House,0,48,17,35,16
Trance,0,27,153,28,23
Progressive House,0,1078,133,747,2
House,0,10717,360,28,2
Deep House,0,55,77,129,10
Techno,0,7479,355,265,23
Trance,0,4767,462,351,2
Techno,0,4244,180,13,9
Deep House,0,176,55,3241,10
Trance,0,2107,114,52,9
Techno,0,239,104,146,20
Progressive House,0,1,203,310,0
Techno,0,227,28,151,16
House,0,2,29,319,4
Trance,0,638,44,219,23
House,0,5854,489,1030,27
House,0,274,29,5809,6
Deep House,0,235,1161,249,3
Trance,0,16496,238,1017,2
Trance,0,799,195,107,16
Techno,0,174,6,29,5
House,0,46797,1626,1446,30
Techno,0,659,360,255,14
Electro House,0,7,55,1249,30
Deep House,0,134,30,876,6
Progressive House,0,202,17,122,9
Techno,0,14,28,31,9
Techno,0,1232,85,15,16
Trance,0,56296,167,9110,20
Progressive House,0,142751,213,392,6
Trance,0,4,52,1680,13
Progressive House,0,2352,72,340,16
Deep House,0,266,161,430,6
Techno,0,21,114,81,2
House,0,555,62,179,27
House,0,50,160,179,5
Techno,0,89567,305,20,30
Progressive House,0,3151,30,3694,16
Techno,0,6218,448,14,9
House,0,1,226,109,3
Trance,0,21882,137,1108,37
House,0,92,38,136,9
Electro House,0,2704,16,107,16
House,0,426,567,34,32
House,0,9121,63,156,10
Deep House,0,237,31,92,16
Deep House,0,769,125,22,23
Deep House,0,189,15,638,10
Techno,0,635,129,89,16
Deep House,0,1088,4,305,5
House,0,175,62,2,30
House,1,314,242,262,44
Deep House,0,304,66,198,9
Progressive House,0,2311,23,63,30
House,0,861,249,16231,20
House,0,971,17,109,6
House,0,58,17,1425,13
House,0,1327,87,50,23
Deep House,0,8753,225,5809,17
Trance,0,870,129,707,20
Techno,0,3732,129,3,2
House,0,11,4,6,16
Deep House,0,124,71,14,4
House,0,338,37,3282,14
House,0,48162,546,228,2
Deep House,0,39903,69,172,21
Techno,0,5339,380,1041,13
Deep House,0,7494,12,70,23
House,0,3718,508,719,13
Progressive House,1,9519,34,1053,23
Deep House,0,229,6,87,9
Techno,0,366,85,65,30
Techno,0,21847,405,38,37
House,0,5,1,15,11
Deep House,0,962,76,63,2
Deep House,0,912,5,2,16
Progressive House,0,1,30,92,15
House,0,600,371,1032,12
Progressive House,0,199143,480,16231,18
Deep House,0,17,18,106,18
Deep House,0,122,102,549,9
Deep House,0,362,42,320,6
Deep House,0,531,4,13,13
Deep House,0,256,10,20,13
Electro House,0,125,32,2,11
Electro House,0,24,7,35,9
Techno,0,16,16,46,24
House,0,1001,449,43,19
Techno,0,70,86,317,11
Deep House,0,87,518,224,10
House,0,130,148,138,30
House,0,407,85,1848,13
Dubstep,0,2460,11,4,9
Progressive House,0,2192,431,93,16
House,0,690,269,78,6
Deep House,0,50,160,179,5
House,0,93,9,17,6
Techno,0,1355,6,18,9
Deep House,1,6252,221,550,44
Progressive House,1,43371,47,1053,8
Progressive House,0,199143,480,435,38
Electro House,0,370,56,183,13
Progressive House,0,774,292,16231,13
House,0,11117,10,4,2
Trance,0,283,81,179,9
Trance,0,5913,224,1108,9
Progressive House,0,336,4,65,2
Electro House,0,70,14,51,13
Trance,1,8119,215,1053,30
House,1,51,160,298,2
Progressive House,0,694,197,3068,16
Electro House,0,10612,203,992,1
Trance,0,1580,47,5,23
Trance,0,47,48,179,9
Techno,0,77,3,4,20
House,0,2416,88,2963,26
Deep House,0,624,474,284,9
Techno,1,2981,399,555,30
Deep House,0,1219,60,52,24
House,0,58,17,1425,13
Deep House,0,4,16,148,9
House,0,813,817,16231,4
Trance,0,69653,488,401,9
Techno,0,734,162,14,37
Trance,0,519,31,44,16
Techno,0,5,35,84,9
House,0,16,22,380,20
Progressive House,0,153,14,4689,16
Electro House,0,3617,55,133,25
Deep House,0,294,45,6,15
House,0,10,15,93,2
House,0,201,25,93,23
Trance,1,350,38,303,16
House,1,513,168,174,58
Electro House,0,257,499,151,0
Trance,0,4152,114,1108,9
House,0,15629,337,345,30
Progressive House,0,918,5,13,16
Trance,0,3148,426,3068,16
Electro House,0,23,25,12,18
Deep House,0,16,22,25,2
House,0,36,92,739,11
House,0,147,26,22,24
Electro House,0,15614,43,120,32
Trance,0,134,25,25,2
Trance,0,9,67,571,6
Trance,0,39229,701,3068,30
House,0,889,91,571,6
House,0,22636,122,719,13
Progressive House,0,3151,30,3694,23
Trance,0,6,225,25,2
Techno,1,37274,370,335,30
Progressive House,0,10405,592,904,2
House,0,426,116,16231,6
Techno,0,659,360,11,11
Deep House,0,43,50,37,5
House,0,1818,23,3282,20
Trance,1,373,39,303,58
Techno,1,13926,310,349,58
House,0,284,67,2963,26
Trance,0,18203,397,3068,2
Progressive House,0,4722,21,216,27
Techno,0,6,37,15,3
Progressive House,0,15360,541,48,34
Electro House,0,180,24,435,13
Trance,0,470018,401,1053,38
Dubstep,0,1276,52,1,6
House,1,48304,90,560,58
Deep House,1,785,59,39,9
Techno,0,251,201,204,2
Deep House,0,182,57,2206,13
Trance,1,960,5,129,51
House,0,414,155,86,16
Trance,0,3562,94,401,9
Techno,0,6,37,15,3
Trance,0,2102,155,1680,13
Deep House,0,373,17,89,29
Progressive House,0,238,133,904,2
Techno,0,288,66,13,23
Trance,0,1835,43,1108,2
Trance,0,183,9,1249,23
Progressive House,0,1146,109,93,16
Progressive House,0,503,11,233,13
House,0,631,12,1071,10
Progressive House,0,1815,11,42,16
House,0,13,790,22,24
Deep House,0,199,27,17,6
Deep House,0,1989,59,1,37
Deep House,0,2634,195,638,10
Electro House,0,260,35,1214,6
House,0,2697,7,224,23
Techno,0,13,13,23,17
Deep House,0,39,65,303,9
House,0,284,67,1032,13
Deep House,0,1114,188,47,2
Progressive House,0,47,265,650,10
House,0,1015,455,16231,11
Trance,0,183,9,3068,16
House,0,554,23,179,26
Trance,0,48,54,52,9
Techno,0,197,34,65,2
House,0,41,50,179,2
House,0,144,34,19,10
Trance,0,28615,123,1030,2
House,0,66,1,1,16
Techno,0,308,139,525,4
Techno,0,510,303,126,9
Trance,0,9857,343,351,9
House,0,12909,71,3282,6
Deep House,0,3349,65,355,2
House,0,3,127,121,5
Trance,0,442,183,52,23
Progressive House,0,1411,199,155,23
Techno,0,8802,20,1308,27
Deep House,0,174,60,61,9
House,0,322,17,8,28
Deep House,0,3774,300,564,25
Techno,0,48,55,391,12
Techno,0,2276,859,167,31
House,0,1023119,230,120,38
Deep House,0,113808,111,49,3
Techno,0,571,73,84,30
Progressive House,0,154,3,149,2
Techno,0,3025,162,13,13
Techno,0,523,334,4,30
House,0,275,3,11,27
Trance,1,2982,662,342,2
Deep House,0,2529,115,47,13
Techno,0,13,790,59,19
Techno,0,2018,182,3,2
House,0,141,89,179,5
Electro House,0,125,101,1030,2
House,0,22151,170,5809,11
Deep House,0,94,40,525,6
Techno,0,37273,370,335,30
Trance,0,56,23,18,9
Techno,0,102,28,20,12
Techno,0,618,99,3,34
House,0,14398,2,480,30
Trance,0,3554,139,3694,23
Techno,1,97471,275,268,16
House,0,37154,28,17,6
Techno,0,239,104,33,12
House,0,38334,442,179,20
Trance,0,5913,224,219,30
Progressive House,0,3483,37,28,16
Electro House,0,956,4,428,9
Techno,1,895,280,349,37
House,0,18992,68,14,37
House,0,1857,10,17,6
House,0,1471,233,23,19
Trance,0,24298,396,52,23
House,0,362,42,18,30
Progressive House,0,7,22,6,16
Progressive House,0,2684,9,70,5
House,0,1,203,310,0
Electro House,1,4537,46,560,52
Progressive House,0,135,45,50,26
Techno,0,26,123,86,20
Deep House,0,791,608,827,2
Techno,0,2151,2,121,9
Trance,0,4152,114,219,37
Deep House,0,242,134,129,10
Deep House,0,24,5,9,9
Trance,0,693,721,707,20
Trance,1,2644,33,10,9
Electro House,0,598982,226,120,32
Electro House,1,60994,45,4689,58
Progressive House,0,5676,698,3282,0
Trance,0,442,183,9110,20
Progressive House,0,25151,33,435,6
Trance,0,114773,616,8,9
Progressive House,0,1882,43,992,8
House,0,45,67,3241,13
Techno,0,490,98,413,23
Techno,0,415,277,950,19
Progressive House,0,1882,43,435,6
Trance,0,15789,280,52,23
Deep House,0,2069,3,5,9
Trance,0,3221,35,3694,2
Techno,0,67,20,525,11
Deep House,0,6010,6,180,20
House,0,3,371,16231,4
Progressive House,1,608,3,4689,34
House,0,46797,1626,16231,6
Deep House,0,323,178,1105,20
Trance,0,183,9,1249,9
House,0,1,68,68,13
Trance,0,225485,325,8,9
Deep House,0,768,3,142,20
Electro House,0,3039,3,13,9
Techno,0,28,14,3,11
House,0,4334,1,86,24
Progressive House,0,42,49,191,9
Electro House,0,135627,23,4689,27
House,0,425,430,89,2
Trance,0,269,32,90,16
Electro House,0,41,20,16231,6
Progressive House,0,68853,671,638,16
Trance,0,4821,16,707,20
Deep House,0,1195,57,55,23
Techno,0,12,160,390,16
House,0,635,158,1030,2
House,0,1277,19,174,21
Techno,0,932,335,996,19
Deep House,0,918,2133,16231,19
Deep House,0,86,22,11,2
House,0,5049,10,172,9
Progressive House,0,118,857,58,6
Dubstep,0,49575,266,67,26
Trance,1,5209,212,149,2
House,0,2383,20,3282,14
House,0,1211,26,17,6
Techno,0,801,174,47,2
Deep House,0,983,344,235,18
Progressive House,0,202,71,16,23
Techno,0,33689,161,489,30
House,0,803,68,179,27
Trance,0,14234,202,3068,16
House,0,4253,5,13,10
House,0,52215,643,638,16
Deep House,0,976,146,549,2
Progressive House,0,10405,592,904,16
Progressive House,0,257,499,1680,13
Trance,0,18203,397,3068,16
Trance,0,259,14,67,2
House,0,1521,100,24,16
Techno,0,415,8,1,17
Trance,0,9269,17,401,9
Electro House,0,32,15,5809,13
Trance,1,5209,212,707,9
Deep House,0,175,102,41,13
Techno,0,1076,141,203,2
Techno,0,2243,500,555,9
Trance,0,56,23,18,9
Progressive House,0,394,20,2,16
Progressive House,0,85,24,435,17
House,0,416,90,54,18
Trance,0,47,129,80,30
Electro House,0,5499,46,5809,13
Electro House,0,3109,14,3,3
House,0,82521,324,1032,13
Progressive House,0,8596417,46,992,16
Techno,0,55669,197,99,30
Deep House,0,2057,117,120,18
Electro House,0,450,336,650,20
Techno,0,198,11,198,6
Techno,0,717,11,70,23
Trance,0,996,101,422,2
Trance,0,558150,409,3827,13
House,0,4083,164,24,33
House,0,2949,81,74,9
Techno,0,508,38,141,2
House,0,31400,26,4689,3
Progressive House,0,6853,243,123,9
House,1,3415,4,1,2
Techno,0,243,32,126,9
Deep House,0,858,397,285,23
Techno,0,1060,38,159,30
Electro House,0,107,84,118,23
Electro House,1,33455,30,279,9
House,0,193,73,435,19
Techno,1,2101,42,45,23
House,0,58,106,106,10
Progressive House,0,2981,662,5809,7
Trance,0,72,7,80,30
Progressive House,0,747,17,1680,20
Electro House,0,39,4,2112,2
Electro House,1,1746707,393,17,9
Techno,0,3130,67,471,2
Progressive House,0,8297,90,1249,30
Deep House,0,874,50,151,16
Techno,0,182,103,27,16
Trance,0,7123,67,1108,9
Deep House,0,21614,251,498,13
Deep House,1,409,144,650,2
Electro House,0,2606,35,32,23
House,0,491,13,17,6
House,0,463,23,23,12
House,0,5961,419,1425,13
Techno,0,228,204,390,2
Deep House,0,39903,69,208,11
House,0,154,221,180,2
Techno,0,635,129,53,9
Deep House,0,3456,61,60,2
Deep House,0,543,24,525,11
Techno,0,466,50,85,2
House,0,3433,224,16,16
House,0,67,57,7,14
House,0,255,8,6,25
Trance,0,2658,78,41,30
Techno,1,863,163,144,37
Techno,0,519,92,992,8
Techno,0,1076,141,203,2
Trance,0,8443,50,1053,3
Deep House,0,2057,117,2963,17
Trance,0,9952,164,219,30
House,0,607,785,8,12
Progressive House,0,176,55,187,3
Deep House,0,11142,53,52,9
Deep House,0,3013,192,47,2
House,0,3617,55,133,25
House,0,5644,18,237,5
Electro House,0,257,499,1680,13
House,0,2872,275,1848,13
Trance,0,63691,502,9110,20
Techno,0,137,130,349,16
Electro House,0,4418,28,392,13
Dubstep,0,409,35,24,16
House,0,7998,227,16231,5
House,0,44081,55,45,23
Deep House,0,242,53,161,6
House,0,589,362,1420,12
Electro House,0,9548,283,1030,2
Electro House,0,125,32,2,11
Deep House,0,154,221,180,16
Progressive House,0,65,51,340,9
Trance,0,326,132,179,9
House,1,3333,25,1676,37
Techno,1,25262,97,12,41
House,0,671,76,1032,29
Trance,0,998,81,1108,9
Electro House,0,1858,41,435,13
House,0,147,225,3241,16
Techno,0,5,255,303,9
House,0,289,17,20,2
Progressive House,0,310,18,22,9
House,0,147,417,1105,13
Techno,0,16,16,1,6
Techno,0,60,7,2206,9
Deep House,0,237,31,8,12
Deep House,0,6010,6,180,20
Techno,0,46,59,33,13
House,0,195,131,179,26
Progressive House,0,682,71,137,20
Trance,1,373,39,303,58
Progressive House,0,8802,20,16231,18
Techno,1,28301,239,213,51
House,0,8,10,91,13
Trance,1,8130,92,66,16
Electro House,1,6170,3,233,23
House,0,2238,61,15,10
House,1,3434,224,277,23
Electro House,0,1339,37,26,27
Techno,1,210,13,14,30
Deep House,0,544,60,385,13
House,0,3088,183,183,11
Trance,0,10230,2,9110,20
House,0,1824,538,3282,20
Deep House,0,16,19,6,16
House,0,630,34,3282,6
House,0,918,2133,36,27
Deep House,0,7,4,1,23
Electro House,0,23,25,12,18
Techno,0,87,30,141,2
House,0,233,17,24,2
House,0,739742,8,164,31
House,0,429,347,29,16
House,0,5344,318,16231,5
House,0,11513,32,1214,13
Deep House,0,754,112,498,13
Dubstep,0,83,9,348,16
House,0,946,6,1,30
Trance,0,142,70,47,30
Trance,0,9857,343,1108,9
Progressive House,0,159,35,2963,12
Progressive House,0,210,10,91,17
Trance,0,251,129,1053,38
House,0,50,160,16231,6
Trance,0,67853,418,781,9
House,0,87,30,403,4
House,0,295,93,1032,3
Deep House,1,22,59,106,32
Techno,0,420,181,39,16
Techno,0,44909,99,549,2
Electro House,0,118,83,319,2
House,0,690,269,78,19
Progressive House,0,669,265,90,9
Progressive House,0,7600,222,340,30
House,0,1023119,230,120,24
Electro House,0,11,120,650,20
Electro House,0,34380,305,992,1
Progressive House,0,452,44,108,30
Trance,0,1581,444,3694,9
Progressive House,0,20136,502,747,9
Techno,0,409,97,5,30
House,0,140,65,739,13
House,0,421,61,2112,5
Deep House,0,4636,96,3,30
House,0,4317,562,1032,27
Deep House,0,17135,90,208,6
House,0,918,2133,1032,9
Techno,0,594,75,168,17
Progressive House,0,51,36,340,2
House,0,861,249,5809,7
House,0,1036,106,3241,10
Techno,0,521,40,525,4
Progressive House,0,300,45,93,23
House,0,88,18,1032,3
Techno,0,940,55,1867,20
Deep House,0,213,42,17,16
Deep House,1,8795,42,2,16
House,0,50,160,98,2
Dubstep,0,1250,5,2,9
Deep House,0,49,10,170,20
Electro House,0,598982,226,354,27
House,0,26419,4,138,1
House,0,362,42,4,16
House,0,1559,700,2963,5
Deep House,0,121,35,4,10
Trance,0,3,151,8,9
Deep House,0,161,24,213,25
Electro House,0,2525271,279,4689,27
Progressive House,0,1545,341,2963,12
Techno,0,324,23,1308,3
Progressive House,0,1697,171,216,30
House,0,145,101,204,19
House,0,375,12,1105,9
Electro House,0,33,8,627,7
Deep House,0,201,98,39,16
Trance,0,225,167,1108,2
Trance,0,4400,161,3068,16
Deep House,0,6010,6,180,20
Deep House,0,20,3,52,14
Deep House,0,14260,68,5,24
Progressive House,1,101317,916,1249,2
Progressive House,0,29,154,1032,6
Deep House,0,38,25,719,6
House,1,14381,74,209,5
Electro House,1,834943,60,4689,58
Electro House,1,16,20,186,10
Trance,0,1649,251,52,9
House,0,589,362,1105,6
Progressive House,0,1250,23,233,13
House,0,7049,711,480,37
Progressive House,0,531,93,31,16
Deep House,0,16,22,25,2
Techno,0,160,3,37,9
Trance,0,288,37,3068,16
Techno,0,2067,5,12,9
Electro House,0,5499,46,435,32
House,0,724,50,403,30
Electro House,0,67,57,7,11
Trance,0,1101,47,59,3
Trance,0,433,239,707,20
Deep House,0,361,64,176,27
Progressive House,1,11585,656,768,39
Techno,0,199,226,78,2
Deep House,1,1132,56,1093,9
Electro House,0,3296,258,26,17
Deep House,0,37,56,224,17
Electro House,1,2770,14,71,9
Deep House,0,3037,71,3241,10
Techno,0,166,241,76,16
Deep House,0,264,33,237,16
Trance,1,558151,409,14,20
Techno,0,4,21,12,12
Trance,0,5913,224,1108,2
House,0,36,112,89,9
Electro House,0,1101,47,59,3
Trance,0,26187,31,3694,13
House,0,220,85,2963,6
Trance,0,1255,3,3694,9
Techno,0,13486,297,62,16
House,0,63,6,23,18
Techno,0,3,10,198,6
Progressive House,0,255,2,1030,2
House,0,48,42,183,11
Dubstep,0,617,27,4,2
Techno,0,414,19,347,11
Trance,0,4296,108,401,9
House,0,154,221,180,6
Electro House,0,188,124,747,2
Techno,0,82,115,79,26
Deep House,0,14,32,4058,6
Progressive House,0,2754,17,650,20
House,0,496,9,8,16
Progressive House,0,46,432,120,20
House,0,426,567,34,32
Deep House,0,167540,54,310,28
Techno,0,912,5,2,16
Techno,0,4728,28,2,30
House,0,1140,10,280,6
Trance,0,2,167,216,9
Progressive House,0,63,109,435,17
Electro House,0,6,26,51,13
Trance,0,4296,108,219,16
Electro House,0,564,28,10,2
Techno,0,2529,115,47,13
Techno,0,135,61,141,2
Progressive House,0,6528,155,2963,17
House,0,2949,81,74,16
House,0,1154,13,8,28
Progressive House,0,46313,165,435,6
Techno,1,48,60,114,44
Techno,0,24,3,123,5
Dubstep,0,57,20,1,9
Electro House,0,788,2,82,9
House,0,14,9,17,6
Electro House,0,1184,14,16231,6
Trance,0,68,66,375,18
Deep House,0,18992,68,549,16
Deep House,0,1250,95,393,9
Trance,1,270,32,113,23
House,0,45,67,3241,10
Deep House,0,105,88,79,2
House,0,813,817,1848,13
Progressive House,0,1859,608,553,6
Deep House,0,407,85,480,23
Trance,0,1373,151,224,37
Techno,0,71,20,35,20
Deep House,0,401,19,5809,12
Techno,0,75,35,181,23
Trance,0,8854,48,219,37
House,0,327,10,88,6
Deep House,0,21,114,81,2
Progressive House,0,649,49,123,9
Progressive House,0,1633,5,12,5
House,0,96,27,1425,13
Deep House,0,6,16,146,3
Techno,0,4,21,12,12
Techno,0,155,14,7,9
House,0,974,37,38,9
Techno,0,333,60,156,15
Trance,1,9953,164,58,9
House,0,4053,538,511,37
Techno,1,716,50,706,9
Deep House,0,39903,69,172,21
House,1,1442,115,279,37
House,0,36454,128,6207,10
Deep House,0,9,81,154,1
Trance,0,806,138,52,2
Techno,0,1179,61,109,4
Progressive House,1,81,22,768,44
Deep House,1,1,4,213,30
Electro House,0,550,153,16231,11
House,0,1602,71,65,17
Trance,0,31,58,52,9
Deep House,0,2704,63,549,9
Deep House,0,14260,68,142,6
Techno,0,20474,182,549,2
Trance,1,227,76,470,65
House,0,13,790,43,19
House,0,328,329,29,24
Deep House,0,229,6,87,9
Progressive House,0,11513,32,1214,20
Deep House,1,568,159,638,37
Techno,0,4280,190,20,9
Deep House,0,16360,17,1,10
Deep House,0,4339,93,6,14
Trance,0,1247,61,1108,30
Progressive House,0,222,67,3282,0
Techno,0,106784,103,996,19
Techno,0,7,4,4,3
House,0,1559,700,812,13
Deep House,0,417,38,41,13
Progressive House,0,19,2,135,9
Progressive House,0,4954,15,3068,16
House,0,33743,70,186,10
Progressive House,0,25,95,93,23
House,0,461,98,3282,5
Progressive House,0,4682,199,1214,27
Deep House,0,26419,4,138,1
Electro House,0,180,35,319,2
House,0,10649,138,1105,13
Progressive House,1,9382,57,1,16
Techno,0,82,115,79,19
Trance,0,1123,202,1017,16
House,0,3748,202,16231,20
Deep House,0,323,178,22,9
Techno,0,659,360,14,30
Progressive House,0,8297,90,3068,2
House,0,3718,508,209,12
Trance,0,6,602,855,6
Techno,0,277,38,950,19
Deep House,0,61,9,2206,13
Trance,0,269,32,3068,16
House,1,3333,25,1676,37
House,0,1078,133,120,24
Electro House,1,274,1,80,9
Deep House,0,766,163,549,16
House,0,229,140,174,21
Deep House,0,2069,3,5,9
Electro House,0,4,693,151,0
House,0,154,221,180,6
Progressive House,0,7561,1,592,14
Progressive House,0,1624,48,7,2
Trance,0,911,40,3068,2
House,0,564,215,51,24
Trance,0,196,138,255,16
Techno,0,33689,161,489,30
Techno,0,291,83,12,14
Electro House,1,1672,40,380,51
Progressive House,0,3092,9,15,6
Deep House,0,33,103,223,24
House,0,483,74,1032,27
Trance,0,304,10,855,13
Deep House,0,179,82,237,16
House,0,64,642,2963,29
House,0,130,148,3282,12
Trance,0,128,65,219,23
Techno,0,2,165,331,2
Trance,0,848,130,351,30
House,0,1022,220,16231,3
Progressive House,0,876,71,340,16
Progressive House,0,131,333,17,25
Progressive House,0,6853,243,123,9
Techno,1,10673,354,446,16
House,0,129,24,1030,27
Deep House,0,3248,6,41,13
House,0,9727,421,183,11
Trance,0,5208,212,707,20
Deep House,0,38334,442,1171,9
Techno,0,4196,63,564,13
Deep House,0,17517,63,17,9
House,0,177,122,91,32
Progressive House,0,6144,11,1,38
Progressive House,0,307,113,2572,16
Trance,0,2281,404,52,30
House,0,692,9,3282,13
Techno,0,15,16,4,20
Trance,0,259,14,352,17
Trance,0,375,15,1108,9
Dubstep,0,1276,52,1,6
Deep House,0,33,103,216,24
Electro House,1,3551668,637,105,9
Progressive House,0,12106,39,233,13
Progressive House,1,1079,133,768,51
Deep House,0,11,49,35,20
Progressive House,0,23790,150,16231,0
Techno,0,75,77,125,23
Techno,0,25261,97,331,30
Deep House,0,2889,439,498,13
House,0,4682,199,1214,6
House,0,16316,463,16231,5
Deep House,0,17135,90,154,18
Deep House,0,2,256,177,13
Techno,0,155,25,91,5
House,0,218,740,992,22
House,0,1559,700,2112,16
House,0,24,166,319,9
House,0,15629,337,2963,5
Deep House,0,247,8,8,24
Deep House,0,199,336,111,23
Progressive House,0,6853,243,123,9
Deep House,0,3965,86,98,30
Electro House,0,9456,215,2112,2
Trance,0,1057,239,216,9
Deep House,1,69,54,347,37
Progressive House,0,257,499,1680,20
Electro House,0,383,19,19,13
House,0,5117,152,5,31
Progressive House,0,6,26,747,2
Trance,0,22932,313,3068,16
Trance,0,262,9,351,2
House,0,87,159,3827,6
Deep House,0,286,197,525,34
Techno,0,1522,208,114,16
Trance,0,15306,52,3068,16
Techno,0,384,491,4,11
Techno,0,432,320,9,9
Techno,0,1056,16,19,23
Electro House,0,125,32,2,11
Techno,0,6487,56,4,27
Progressive House,0,63,6,22,6
House,0,1915,91,183,11
House,0,3724,32,4689,27
Progressive House,0,5281,37,220,16
Techno,0,11874,501,167,20
House,0,314,55,5,23
House,0,36,112,269,2
Trance,0,693,721,47,37
Progressive House,0,1020,61,1214,13
House,1,1655,251,13,44
Trance,0,225,167,1108,9
Techno,0,3130,67,471,2
Progressive House,1,7066,256,1249,2
Trance,0,13822,168,219,23
Trance,0,7065,256,9110,6
Deep House,0,22,12,12,23
Techno,0,348,87,439,27
Deep House,0,6814,14,161,20
Techno,0,2243,500,317,11
Trance,0,63,223,219,23
Techno,0,182,103,65,30
House,0,26,17,293,12
Trance,1,260,14,67,2
Deep House,0,3672,12,142,13
Progressive House,0,834942,60,392,6
House,0,1712,220,3282,20
Progressive House,0,338,37,16231,3
Trance,0,2,79,1030,2
Trance,0,21963,355,351,30
House,0,50,160,2963,6
Electro House,0,11,120,178,16
Electro House,0,393,117,16231,6
House,0,317,111,109,3
Techno,0,308,139,525,4
House,0,7031,528,16231,10
Electro House,0,2525271,279,4689,27
Techno,0,537,85,1,2
Trance,0,995,105,11,2
Deep House,0,76,10,47,2
Deep House,0,182,57,2206,13
Progressive House,1,33455,30,279,9
House,0,2229,212,15,10
Progressive House,0,1471,233,20,23
Electro House,0,129,18,627,7
Trance,0,3296,258,52,37
Deep House,1,5,181,99,51
House,0,3,160,216,3
Techno,0,1010,174,265,2
Electro House,0,550,153,2112,2
House,0,1137,516,16231,11
Progressive House,0,31298,479,9110,6
Progressive House,0,154,3,149,2
Techno,0,1,11,29,5
Deep House,0,113,241,4058,12
Techno,0,2256,150,1308,3
House,0,17179,516,380,34
Deep House,0,264,68,5,18
Deep House,0,235,1161,1032,5
Dubstep,1,1205,18,1053,3
House,0,1921,58,181,23
Techno,0,3732,129,3,2
House,0,260,35,1214,13
Deep House,0,20,15,719,6
House,0,131,333,1032,30
House,0,424,45,216,3
Deep House,0,383,81,1105,20
House,0,17179,516,66,13
Electro House,0,78500,80,507,28
Techno,0,11172,1,5,19
House,0,286,197,96,9
Deep House,0,17,60,64,13
House,0,1,13,17,6
Techno,0,13925,310,706,16
Trance,0,351,51,707,20
Progressive House,0,7,22,6,16
House,0,502,6,243,14
Trance,0,14,7,16,9
House,0,70,191,146,19
House,0,286,197,163,6
Techno,0,19,26,81,2
Trance,0,638,11,20,23
Trance,0,693,721,707,9
Trance,0,4296,108,1108,9
Progressive House,0,411,402,553,6
Techno,0,1094,676,179,19
House,0,246896,467,120,18
Trance,0,1247,61,351,16
Techno,0,301,57,115,9
Trance,0,349,13,3,30
Deep House,0,1568,48,2206,20
Deep House,0,27,74,17,6
Progressive House,0,20136,502,553,34
Deep House,0,16,206,170,27
Techno,0,106784,103,1308,27
Techno,0,264,54,14,12
Progressive House,0,2509,111,219,16
Deep House,0,359,96,268,6
Techno,0,908,15,186,25
House,0,1512,86,47,30
Electro House,0,46,432,16231,23
House,0,5540,5,15,17
Progressive House,0,3296,258,42,16
Deep House,0,229,6,87,9
Dubstep,1,799,2,2,3
Deep House,0,614,177,1171,9
House,0,730,24,179,23
Techno,0,1,22,108,15
House,0,141,89,2112,9
Trance,1,4338,105,22,44
Deep House,0,756,59,20,16
House,0,15,111,627,0
House,0,813,817,5809,20
Techno,0,7660,72,15,3
Electro House,0,1409,30,392,6
House,0,55,77,467,10
Progressive House,0,123,43,91,17
Techno,0,19922,196,153,31
Electro House,0,44301,28,1680,20
House,0,36,112,11,16
Progressive House,0,131,333,31,16
Deep House,0,323,178,22,9
Trance,0,1649,251,52,9
Deep House,0,19,50,2206,13
Deep House,0,102,5,305,3
Deep House,1,3704,15,22,51
Techno,0,333,60,339,0
Techno,0,20902,320,564,13
Progressive House,0,1697,171,216,30
House,0,185,143,17,6
House,0,2381,52,106,10
Deep House,0,9,111,355,2
House,0,36,112,11,16
House,0,1201661,222,992,22
Techno,0,21,114,81,2
Techno,0,2727,5,17,19
House,0,21063,65,91,33
