Gender,Amount,MPHover,Age,OutTown,OutState,Police
female,,15,50,1,0,local police
female,75,10,19,1,1,state police
female,,16,35,1,0,local police
male,,9,35,1,0,local police
male,,11,24,1,0,local police
female,,16,21,1,1,local police
male,75,10,53,1,1,state police
female,125,15,20,1,0,state police
female,315,34,18,1,0,state police
female,50,14,20,1,0,state police
female,205,23,59,1,0,state police
male,215,24,60,1,0,state police
female,,10,32,1,0,local police
female,75,21,42,1,0,local police
male,125,15,66,1,1,state police
female,50,18,33,1,0,local police
female,,10,29,1,0,state police
male,125,15,24,0,0,local police
female,145,17,18,1,0,local police
male,125,15,46,1,0,local police
female,,17,41,1,1,local police
male,110,16,20,1,0,state police
male,,13,40,0,0,local police
female,,12,46,1,0,local police
male,,18,37,0,0,local police
male,125,15,32,1,0,local police
male,,17,22,0,0,local police
female,,13,21,0,0,local police
male,115,15,40,0,0,local police
male,,15,61,1,0,local police
female,,5,19,0,0,local police
female,,14,21,0,0,local police
male,75,10,48,1,1,state police
male,,12,55,1,0,local police
male,225,25,21,1,1,local police
female,,10,29,1,0,local police
male,175,22,34,1,0,state police
male,125,15,43,1,1,local police
male,100,25,31,1,1,state police
male,,9,37,1,1,state police
male,155,18,49,1,0,local police
male,75,10,24,1,1,local police
male,,24,36,1,0,local police
female,75,18,33,1,1,local police
female,,17,27,1,0,local police
male,,17,36,1,0,local police
male,125,15,24,0,0,local police
male,145,17,29,1,0,state police
male,170,22,54,0,0,local police
male,,14,50,1,1,local police
male,,16,47,1,0,local police
female,,18,39,1,0,local police
male,,20,44,0,0,local police
male,,8,41,1,0,state police
male,,11,37,1,0,local police
female,,12,23,1,0,local police
male,90,24,34,1,0,state police
female,,15,31,0,0,local police
female,75,15,21,1,0,local police
male,,14,38,1,0,local police
male,,10,23,1,0,local police
female,,15,27,0,0,local police
male,,14,53,1,1,local police
male,150,20,24,1,0,local police
female,100,15,26,1,0,local police
female,,10,19,1,0,state police
male,,10,38,1,0,local police
female,,19,49,1,0,local police
male,135,16,28,0,0,local police
female,145,17,47,0,0,local police
male,495,52,19,1,1,state police
male,75,17,40,1,1,state police
female,125,36,36,0,0,local police
male,285,31,32,1,1,state police
male,50,25,24,1,0,state police
female,100,19,50,1,0,local police
male,,10,45,1,0,local police
male,75,10,49,0,0,state police
female,175,20,60,1,1,local police
male,,20,55,1,0,local police
male,185,21,25,1,1,state police
female,,16,43,0,0,local police
male,,15,29,1,0,local police
male,,18,21,1,0,local police
female,75,22,20,1,0,state police
female,75,10,20,1,0,state police
male,95,20,67,1,0,local police
female,205,23,47,1,0,local police
male,,17,44,1,1,local police
female,,12,37,0,0,local police
male,75,11,47,1,0,local police
male,75,10,21,1,0,local police
male,75,20,26,1,0,local police
female,,13,39,1,0,local police
male,,13,26,0,0,local police
male,,13,24,1,0,local police
female,100,15,28,1,0,local police
male,75,10,49,1,0,local police
female,,10,30,1,0,local police
male,125,15,55,1,0,state police
male,,16,35,1,0,local police
female,,8,50,0,0,local police
female,,15,47,0,0,local police
female,,13,27,1,1,local police
female,,15,40,1,0,local police
male,,15,33,1,0,local police
female,75,10,37,1,0,local police
female,,20,20,1,0,local police
female,,14,41,1,0,local police
female,,11,42,0,0,local police
male,155,18,20,1,1,state police
female,,18,45,1,0,state police
male,125,15,24,1,0,local police
male,75,20,39,1,0,local police
female,100,15,41,1,0,local police
female,,10,28,1,0,local police
male,50,10,35,1,0,local police
female,,11,50,0,0,local police
male,225,25,18,0,0,local police
male,,20,56,1,1,local police
female,,15,45,0,0,local police
female,,15,34,0,0,local police
female,,10,56,1,0,local police
male,,13,38,1,0,local police
male,175,20,35,1,0,local police
male,75,10,52,1,0,local police
female,,15,32,1,1,local police
male,,15,41,1,0,local police
male,,14,45,1,1,local police
male,,11,48,0,0,local police
female,,15,37,1,0,local police
male,100,20,31,1,0,local police
male,235,26,21,0,0,local police
female,50,20,30,1,0,local police
female,310,36,18,1,0,state police
female,,20,38,1,0,local police
male,135,16,17,0,0,local police
male,275,54,36,0,0,state police
male,,10,39,1,0,local police
male,75,20,34,0,0,local police
male,125,15,40,1,0,state police
female,,14,44,1,0,local police
male,,18,57,1,0,local police
female,,18,41,1,0,local police
female,,11,50,1,0,local police
female,,15,38,1,0,local police
female,,18,55,0,0,local police
male,110,16,25,1,0,local police
male,,19,49,0,0,local police
male,275,36,30,1,0,local police
female,,10,48,1,0,state police
male,,13,32,0,0,local police
male,160,22,20,1,0,state police
female,175,20,19,1,0,state police
female,,15,44,1,0,local police
female,75,10,34,0,0,state police
male,75,10,26,1,0,local police
male,175,20,53,1,0,local police
male,100,15,52,1,0,local police
female,90,14,23,1,0,local police
male,,24,50,1,1,local police
male,205,23,20,1,0,state police
male,75,10,40,1,1,state police
female,,13,48,0,0,local police
male,,13,38,1,0,local police
male,,21,18,0,0,local police
male,75,10,38,0,0,local police
male,,12,54,1,0,local police
male,125,15,20,1,0,state police
male,,14,61,1,0,local police
female,,14,38,0,0,local police
female,100,23,40,1,0,local police
female,75,27,40,1,0,local police
male,,14,31,1,0,local police
male,175,35,29,1,0,state police
female,,12,34,0,0,local police
female,,15,22,1,0,local police
female,125,17,22,1,0,local police
male,,20,45,0,0,local police
female,,14,21,1,1,local police
female,,16,22,1,1,local police
female,,15,46,1,1,local police
male,75,10,25,1,0,local police
female,,16,44,0,0,local police
female,,17,35,1,0,local police
male,75,10,41,1,0,local police
female,,14,18,1,0,local police
male,,19,36,1,1,local police
male,125,15,23,1,0,local police
female,,9,69,1,0,state police
female,,11,44,0,0,local police
male,75,15,18,0,0,local police
male,75,17,54,1,0,local police
female,,12,35,1,0,local police
female,,5,18,1,0,state police
female,145,17,30,1,0,local police
male,50,10,27,1,0,local police
female,,10,27,1,0,local police
male,100,15,54,0,0,local police
male,,4,24,1,0,state police
female,145,17,27,1,0,local police
female,120,17,25,1,1,local police
male,115,14,74,1,0,local police
female,,15,58,0,0,local police
male,,15,25,1,0,local police
male,,15,20,1,0,local police
male,75,16,24,1,0,local police
male,,10,51,1,0,local police
male,75,10,26,1,0,local police
male,,15,47,1,1,local police
female,115,14,56,1,0,local police
male,225,25,20,1,0,state police
female,,18,22,1,0,local police
male,,13,30,1,0,local police
female,255,28,25,1,0,state police
female,125,15,33,1,1,state police
female,125,15,23,1,0,local police
male,,13,24,1,0,local police
male,75,10,17,1,0,state police
male,,18,34,1,0,local police
male,,13,42,1,0,state police
male,,14,50,1,0,local police
male,,15,46,0,0,local police
male,145,17,49,1,0,local police
male,175,20,22,1,1,local police
female,125,15,52,0,0,local police
male,125,15,63,1,0,local police
male,,15,36,0,0,local police
male,,14,57,1,0,local police
female,75,10,36,1,0,local police
male,,15,26,0,0,local police
male,135,16,48,1,0,state police
male,,12,59,1,0,local police
female,125,15,21,0,0,local police
male,75,10,25,1,0,state police
female,125,15,25,0,0,local police
female,,10,29,1,0,local police
female,,15,60,1,0,local police
male,,16,34,1,0,local police
male,,13,25,0,0,local police
male,,16,37,1,0,local police
male,105,13,28,1,0,local police
male,,17,17,0,0,local police
male,,15,19,1,0,local police
female,,12,41,0,0,local police
male,,15,47,1,0,local police
male,,17,56,1,0,local police
female,125,15,26,1,0,local police
male,,16,41,1,0,local police
male,50,17,43,1,0,local police
female,,12,44,1,0,local police
male,,9,21,1,0,local police
male,165,19,18,0,0,local police
female,,10,25,1,0,state police
male,,10,23,1,0,local police
male,135,16,44,1,0,state police
male,175,20,32,1,1,state police
male,,12,59,1,0,local police
female,,12,41,1,0,local police
female,150,20,26,1,0,local police
male,,9,27,1,0,local police
female,125,25,35,1,1,state police
male,,20,45,1,0,local police
female,145,17,22,1,1,local police
female,100,15,31,1,0,local police
male,130,18,54,1,0,state police
male,,10,21,1,0,local police
male,,9,68,1,1,state police
male,,20,27,1,1,state police
female,,11,47,1,0,local police
male,50,15,19,0,0,local police
male,175,20,24,1,0,state police
male,215,24,28,1,0,state police
male,75,19,34,1,1,state police
male,75,10,23,1,1,state police
male,75,15,47,1,1,local police
male,205,23,25,1,1,state police
male,75,27,25,0,0,local police
female,,12,50,0,0,local police
female,,10,45,1,0,local police
male,,24,39,0,0,local police
female,,10,35,1,0,state police
female,,15,47,1,0,local police
male,,25,39,1,0,local police
male,75,34,32,1,0,state police
male,160,21,36,1,1,state police
female,,14,34,1,0,local police
male,275,30,23,1,0,local police
female,,17,33,1,0,local police
female,,15,20,1,0,local police
male,125,15,24,1,1,state police
female,,18,55,1,0,local police
male,95,24,20,1,0,local police
male,145,17,38,1,1,state police
female,,16,46,1,0,local police
male,205,23,36,1,0,state police
male,,13,34,1,0,local police
male,135,16,30,1,0,state police
male,,13,45,1,0,local police
male,,10,25,0,0,local police
male,195,22,19,1,1,local police
male,,10,61,1,0,local police
male,,10,34,0,0,local police
male,50,16,42,1,0,local police
female,,10,31,1,0,state police
female,,12,48,0,0,local police
female,,20,48,1,0,local police
female,,10,55,1,0,local police
female,,9,30,1,0,local police
female,,15,28,1,0,local police
male,,13,25,1,0,local police
male,75,15,31,1,1,state police
male,,18,26,0,0,local police
male,,18,32,1,0,local police
male,,12,27,1,1,local police
male,70,12,54,1,0,local police
male,125,15,43,1,0,state police
female,,14,39,0,0,local police
male,75,10,25,1,1,state police
male,,13,44,0,0,local police
male,,12,23,0,0,local police
female,135,16,28,1,0,state police
female,,11,32,1,0,local police
male,,13,46,1,0,local police
male,215,24,21,0,0,local police
female,,10,50,0,0,local police
female,95,19,23,1,0,state police
male,75,19,49,1,0,local police
male,265,29,29,1,0,state police
male,155,18,22,1,0,local police
male,,10,36,1,0,local police
female,,15,22,1,1,local police
male,125,15,20,1,1,state police
male,,8,18,1,0,state police
female,95,12,17,1,0,state police
male,75,22,22,1,0,local police
female,75,10,23,1,0,state police
male,210,26,19,1,1,local police
male,225,30,24,1,0,state police
male,,10,40,1,0,local police
female,,10,51,0,0,local police
male,,10,31,1,1,local police
female,75,10,40,1,0,state police
female,,14,24,1,0,state police
female,,15,39,1,0,local police
female,,11,24,1,0,local police
male,,10,24,1,0,local police
female,,10,21,0,0,local police
male,,12,38,0,0,local police
male,,15,49,1,1,local police
female,,13,24,1,0,local police
male,75,18,22,1,0,local police
male,,8,28,1,0,local police
male,265,29,37,1,0,state police
male,,21,20,0,0,local police
male,90,18,24,1,0,local police
female,,10,17,1,0,local police
female,,13,45,1,0,local police
male,225,25,54,1,0,state police
male,,10,34,1,0,local police
male,,10,40,1,0,local police
male,155,18,23,1,0,local police
male,,12,39,1,0,state police
male,,17,18,1,0,local police
male,75,10,64,1,1,state police
male,,10,37,1,0,state police
male,175,20,30,1,0,state police
female,115,14,32,1,0,local police
male,,10,50,0,0,local police
female,,16,20,1,0,local police
female,,11,20,1,0,local police
female,,4,19,1,0,state police
female,,14,48,0,0,local police
female,,15,23,1,0,local police
male,,16,38,0,0,local police
male,,15,48,1,0,local police
male,,12,26,1,0,local police
female,,12,39,0,0,local police
male,,13,27,1,0,local police
male,,14,69,1,0,local police
male,155,18,30,1,0,state police
male,,10,36,1,0,local police
male,,16,31,1,0,local police
female,75,10,28,1,0,state police
male,,15,23,1,0,local police
male,95,22,65,1,0,local police
male,205,23,29,1,0,local police
female,,18,72,1,0,local police
male,75,20,34,1,0,state police
male,,15,24,1,0,local police
male,75,10,56,1,0,local police
female,195,22,25,1,1,state police
male,,20,35,1,0,local police
female,75,10,22,1,0,local police
male,,10,65,1,1,state police
female,50,10,30,1,0,state police
male,,16,50,1,1,local police
male,,19,25,1,0,local police
female,,16,35,1,0,local police
male,145,17,20,1,0,state police
female,,13,38,0,0,local police
male,75,10,31,1,0,state police
female,,14,44,0,0,local police
male,,10,21,1,0,local police
male,,10,33,1,0,local police
female,100,19,38,1,0,local police
female,150,20,45,1,0,state police
male,75,10,31,0,0,local police
male,,25,34,1,0,local police
male,205,23,49,1,1,state police
male,185,21,32,1,0,local police
female,,15,50,1,0,local police
male,50,15,31,0,0,local police
male,75,17,38,1,1,local police
male,125,15,20,1,0,local police
female,,15,18,1,0,local police
female,,16,51,1,0,local police
male,115,19,23,0,0,local police
female,175,20,49,1,0,state police
male,75,10,25,1,0,local police
male,,10,38,0,0,local police
male,125,15,20,0,0,local police
male,,14,25,1,0,local police
male,75,15,19,1,0,local police
male,105,23,39,1,1,state police
male,75,10,22,1,0,state police
female,75,30,40,1,1,local police
male,,10,67,0,0,local police
male,,10,41,1,0,state police
male,,11,49,1,0,local police
male,95,12,34,1,0,local police
male,,12,23,1,0,local police
female,,13,35,0,0,local police
male,75,15,32,0,0,local police
female,,10,70,1,0,local police
male,75,20,51,1,0,local police
female,,15,30,0,0,local police
male,75,22,39,1,0,state police
female,,11,24,1,1,local police
male,215,24,54,1,1,local police
male,,13,31,1,0,local police
male,75,10,49,1,0,local police
male,,14,25,0,0,local police
male,,10,33,1,0,local police
male,,12,40,1,0,local police
male,,16,41,1,0,local police
male,,15,35,0,0,local police
female,,10,55,0,0,local police
female,125,15,47,1,0,local police
male,,9,48,1,0,state police
male,75,21,23,1,0,local police
male,75,10,35,1,0,state police
female,,10,33,1,1,local police
male,75,10,20,1,0,local police
male,235,26,21,1,0,state police
female,50,19,30,1,0,state police
male,100,17,22,1,0,state police
male,,15,17,0,0,local police
male,,15,27,1,0,local police
female,125,15,29,1,0,state police
male,,9,22,1,0,state police
female,165,19,44,1,0,local police
male,75,15,38,0,0,local police
male,,15,53,1,0,local police
female,,14,41,0,0,local police
male,120,17,37,0,0,local police
male,,16,29,1,1,local police
male,,18,42,1,0,local police
female,75,20,40,1,0,state police
female,,10,22,0,0,local police
female,,19,25,1,0,state police
male,155,18,33,1,0,local police
male,,12,51,0,0,local police
female,195,22,21,1,0,local police
male,,10,24,1,1,state police
male,75,10,64,1,0,local police
male,,14,28,1,0,local police
male,,10,41,1,0,state police
male,,20,22,0,0,local police
male,,16,49,0,0,local police
female,75,16,39,1,0,local police
male,125,15,66,1,1,state police
male,,6,35,1,0,local police
male,,10,50,1,1,local police
female,75,19,58,0,0,local police
female,,16,60,1,0,local police
female,215,24,26,1,0,state police
female,,12,45,0,0,local police
male,75,10,32,1,0,state police
female,,10,24,1,0,local police
male,135,16,25,1,0,local police
male,,17,65,1,0,local police
female,,10,24,1,1,state police
female,175,20,42,1,1,state police
female,,27,70,0,0,local police
male,,13,50,1,0,local police
male,75,10,18,1,0,state police
male,,23,28,1,0,local police
male,,16,18,1,0,local police
female,125,15,30,1,0,state police
female,,15,37,0,0,local police
female,,16,35,0,0,local police
male,,16,41,1,0,local police
female,75,26,19,1,1,state police
male,,14,44,1,0,local police
male,145,17,37,1,0,state police
male,,15,24,1,1,local police
male,175,20,19,1,0,local police
male,,18,21,1,0,local police
male,,16,43,0,0,local police
male,,25,60,1,0,local police
male,,18,33,1,0,local police
male,,16,37,1,0,local police
female,75,10,29,1,1,state police
male,,15,30,1,0,local police
male,,10,74,1,0,local police
male,,16,65,1,0,local police
male,,13,45,0,0,local police
male,50,10,23,1,1,state police
male,115,14,22,1,1,state police
male,115,14,33,1,0,local police
female,155,18,59,1,0,local police
male,195,22,30,1,0,state police
female,,9,49,1,0,state police
female,,19,44,1,0,local police
male,,12,70,1,1,local police
female,75,20,53,1,0,local police
male,50,10,20,1,0,local police
male,155,18,45,1,0,state police
female,,15,35,1,0,local police
male,,13,68,0,0,local police
male,255,28,30,1,1,local police
female,,15,30,0,0,local police
male,,13,27,0,0,local police
male,,15,30,1,1,local police
female,165,19,42,1,0,local police
female,,19,26,1,0,local police
male,75,10,35,1,0,state police
female,,15,26,1,0,local police
female,,16,22,1,0,local police
female,135,16,46,1,0,local police
female,,14,38,1,1,local police
female,,13,30,0,0,local police
female,155,18,63,1,0,local police
male,175,20,41,1,0,local police
female,,13,47,0,0,local police
male,75,10,21,1,0,local police
female,75,10,18,1,0,state police
male,,12,31,1,1,state police
female,135,16,31,0,0,local police
female,,14,22,0,0,local police
female,205,23,30,1,1,local police
female,,9,21,0,0,state police
female,75,10,26,1,0,local police
male,,18,55,1,0,local police
female,,16,37,1,0,local police
female,,15,70,1,0,local police
female,75,10,36,1,1,state police
male,,10,38,1,0,local police
female,,10,42,1,0,local police
male,,15,28,0,0,local police
male,155,18,25,1,0,local police
male,,15,67,0,0,local police
male,,11,22,1,0,local police
female,100,18,22,1,0,local police
male,145,17,19,0,0,local police
female,,10,30,1,0,state police
male,50,16,44,1,1,local police
male,155,18,17,0,0,local police
male,50,10,17,0,0,local police
male,,17,42,1,1,local police
male,,9,43,1,0,local police
male,,22,39,1,0,local police
female,,13,31,1,0,local police
male,75,10,29,1,1,state police
female,,17,33,1,0,local police
male,,13,20,1,1,local police
male,,18,54,0,0,local police
female,75,10,20,0,0,state police
male,,15,65,0,0,local police
male,50,10,27,0,0,local police
female,125,15,22,1,1,state police
male,75,10,36,1,0,local police
male,255,28,33,1,0,state police
female,185,21,17,1,1,local police
male,75,10,26,1,0,local police
male,140,19,45,1,0,local police
female,85,11,24,1,0,state police
male,255,28,25,1,0,state police
male,,10,26,0,0,local police
female,,10,26,1,0,local police
female,,13,61,1,0,local police
male,135,16,27,1,0,state police
male,,15,41,1,0,local police
female,125,15,25,1,1,state police
female,,14,69,1,0,local police
female,,10,73,0,0,state police
male,,27,35,0,0,local police
male,135,16,30,0,0,local police
female,155,18,50,1,0,local police
female,,10,35,1,0,state police
male,125,15,56,1,0,local police
female,145,17,33,0,0,local police
female,,15,26,0,0,local police
male,,16,44,1,0,local police
male,75,16,31,1,1,local police
female,135,16,26,1,1,state police
female,,15,23,1,0,local police
female,,15,76,1,0,local police
female,,17,23,1,0,local police
male,75,12,41,1,0,local police
female,,16,32,1,0,local police
female,75,16,38,1,0,local police
male,,21,17,1,0,local police
female,,14,75,1,0,local police
female,,16,23,1,0,local police
male,75,25,28,0,0,local police
male,,13,67,0,0,local police
male,,15,40,0,0,local police
male,85,16,54,1,0,local police
male,145,17,35,1,1,local police
female,175,20,46,1,0,local police
male,75,18,18,1,0,state police
female,,12,28,1,0,local police
male,75,19,26,1,1,state police
female,125,15,22,1,1,local police
male,75,18,34,1,1,state police
female,,18,41,0,0,local police
female,75,10,21,0,0,local police
male,325,35,17,1,0,state police
male,,10,58,1,0,state police
male,,9,71,1,0,local police
male,75,13,31,1,0,local police
female,,11,18,1,0,local police
male,100,26,21,1,0,state police
male,205,23,26,1,0,local police
female,,11,37,0,0,local police
female,145,17,61,1,0,local police
male,,13,48,1,0,local police
male,,14,23,1,0,local police
female,,10,49,1,0,local police
male,100,15,41,1,0,local police
female,,15,39,0,0,local police
male,75,22,36,1,0,local police
male,,11,24,0,0,local police
female,,16,52,1,0,local police
male,,10,21,1,0,local police
female,,15,41,1,0,local police
female,90,14,21,0,0,local police
female,,10,55,1,0,local police
female,80,13,37,0,0,local police
male,,16,34,1,0,local police
female,175,20,33,1,1,state police
male,100,15,30,1,0,local police
male,,14,22,0,0,local police
female,75,18,45,1,0,local police
female,,9,47,1,0,state police
male,155,18,25,0,0,local police
female,,18,21,0,0,local police
female,,12,56,1,0,local police
female,,15,32,1,0,local police
male,235,26,53,1,0,state police
female,,14,36,1,0,local police
female,,12,30,1,0,local police
male,,10,36,0,0,local police
female,,16,51,0,0,local police
male,,17,60,1,0,local police
male,,12,19,1,0,local police
male,155,18,37,1,0,local police
female,,10,57,0,0,local police
male,195,22,25,1,1,state police
male,175,20,62,1,0,local police
female,,11,33,0,0,local police
female,,15,24,1,0,local police
female,,12,32,1,0,local police
male,95,14,58,1,0,state police
female,75,16,40,0,0,local police
male,165,19,47,1,0,local police
male,105,13,59,1,0,local police
male,165,19,41,1,1,state police
male,,10,21,0,0,local police
male,,14,40,1,0,local police
male,105,23,18,1,0,local police
male,145,17,43,1,0,state police
female,,8,38,0,0,state police
male,155,25,41,1,0,local police
male,155,18,31,1,0,state police
female,,10,31,1,0,local police
female,,15,36,0,0,local police
female,195,22,60,1,0,local police
male,,10,18,1,0,local police
female,,10,34,1,0,state police
female,75,13,38,1,0,local police
female,,15,34,1,0,local police
female,,14,46,1,1,local police
female,100,13,45,1,0,local police
male,,14,48,1,0,local police
female,125,15,46,0,0,local police
male,,10,49,1,0,local police
male,205,23,37,1,0,state police
male,75,10,33,1,0,state police
male,,14,62,0,0,local police
female,,16,25,1,0,local police
male,,15,50,1,0,local police
male,135,16,48,1,1,local police
female,,16,51,0,0,local police
male,,17,55,0,0,local police
male,50,10,21,1,0,local police
male,115,14,24,1,0,local police
male,125,15,33,1,0,local police
male,,16,21,0,0,local police
male,,17,45,0,0,local police
male,105,26,58,1,0,state police
female,,14,79,1,0,local police
male,,14,35,0,0,local police
male,,18,26,1,0,local police
male,,14,75,1,0,local police
female,,20,45,1,0,local police
male,215,24,25,1,0,state police
male,100,15,19,0,0,local police
female,,10,19,1,0,local police
male,135,16,18,1,0,state police
female,,15,23,1,0,local police
female,,13,54,0,0,local police
male,,12,19,1,0,local police
female,,13,74,0,0,local police
male,75,15,20,1,0,state police
female,,11,18,0,0,local police
female,75,15,47,1,0,local police
male,,10,34,0,0,local police
male,170,22,55,1,1,local police
male,,10,50,1,0,state police
female,,13,54,1,0,state police
male,,10,54,1,0,local police
male,275,30,45,0,0,local police
male,,9,29,1,0,state police
female,75,10,60,0,0,local police
male,,14,20,1,0,local police
female,,10,49,1,0,local police
male,275,30,22,1,1,local police
male,,18,21,0,0,state police
male,,19,41,1,0,local police
female,105,13,46,0,0,local police
female,75,10,46,0,0,local police
female,145,17,26,1,0,state police
male,,14,45,1,1,local police
male,185,21,40,1,0,local police
female,,19,46,1,1,local police
male,,10,37,1,1,state police
male,125,25,37,1,0,local police
male,125,15,18,1,0,local police
male,100,15,20,1,0,local police
male,,10,48,0,0,local police
male,,10,40,1,0,state police
male,185,21,25,1,1,local police
female,105,13,29,1,1,state police
female,,15,19,0,0,local police
female,,19,25,1,0,local police
male,,8,44,1,0,state police
female,,11,46,0,0,local police
female,,11,50,0,0,local police
male,175,20,33,1,0,state police
male,75,10,33,1,0,state police
male,,10,52,1,0,local police
female,,10,38,0,0,local police
female,135,16,35,1,0,local police
male,,13,40,0,0,local police
male,175,20,27,1,0,local police
female,,14,36,1,0,local police
female,75,19,60,1,0,local police
male,,18,63,1,0,local police
female,,15,67,1,0,local police
male,175,20,39,1,1,state police
female,85,11,52,1,1,local police
male,125,15,31,1,0,state police
male,135,16,32,1,1,local police
female,145,17,20,1,1,state police
male,50,10,36,1,0,local police
female,,14,27,1,0,local police
female,,16,20,1,0,local police
male,,14,34,1,0,local police
male,,11,22,1,1,local police
male,,14,43,1,0,local police
male,325,35,20,1,1,state police
male,,10,19,1,0,local police
female,,19,39,0,0,local police
male,,14,17,0,0,local police
male,225,25,36,1,1,state police
male,95,12,53,1,1,state police
female,155,18,49,1,1,local police
female,,19,19,0,0,local police
male,,10,19,0,0,local police
female,225,25,31,1,1,state police
male,105,13,26,1,0,state police
male,125,15,32,1,1,state police
male,,10,39,1,0,local police
male,75,10,38,1,0,state police
female,,21,27,0,0,local police
female,75,10,28,1,0,state police
female,,19,32,1,0,local police
male,,12,59,1,0,local police
male,50,10,69,1,0,state police
male,,10,18,0,0,local police
male,165,19,19,1,0,state police
male,75,10,45,1,1,state police
male,,16,52,1,0,local police
male,,11,45,1,0,local police
female,100,21,40,1,0,state police
female,,15,39,1,1,local police
male,210,26,18,0,0,local police
female,135,16,19,1,0,state police
male,,14,41,1,0,local police
female,50,19,38,1,0,state police
male,,10,18,0,0,state police
male,75,10,24,1,0,state police
female,,14,25,1,0,state police
male,,16,30,1,0,local police
male,,15,36,1,0,local police
female,,19,32,1,0,local police
male,,17,24,1,0,local police
male,,14,21,1,0,local police
male,,11,59,1,0,local police
female,125,15,18,1,0,local police
male,,17,26,1,0,local police
male,50,10,24,1,0,local police
male,,14,46,1,0,local police
male,,17,64,1,0,local police
male,75,10,53,1,0,state police
female,,16,28,1,0,local police
male,75,10,21,1,0,local police
male,75,10,24,1,0,local police
female,115,14,27,1,1,state police
female,,9,30,1,0,state police
male,135,16,26,1,0,state police
male,,9,43,1,0,state police
male,160,21,18,1,0,local police
male,,20,68,1,0,local police
male,,12,66,1,0,local police
male,,10,33,1,1,local police
male,185,21,21,1,0,local police
male,,14,19,1,0,local police
female,75,18,29,1,0,local police
female,200,25,30,1,0,state police
female,,15,50,0,0,local police
male,,10,28,0,0,local police
male,,13,37,0,0,local police
male,,17,19,0,0,local police
male,,14,28,1,0,local police
male,,10,41,1,0,state police
male,,21,36,1,1,state police
male,125,15,50,1,0,state police
female,205,23,26,1,0,local police
male,50,10,30,1,1,state police
female,75,16,48,0,0,local police
female,,18,22,1,1,local police
male,,17,60,1,0,local police
male,,7,52,1,1,state police
male,,16,36,1,0,local police
female,75,10,42,1,0,local police
male,,10,66,0,0,state police
male,,13,55,0,0,local police
female,,15,50,0,0,local police
male,,10,23,1,0,local police
female,,12,56,0,0,local police
female,,10,39,1,0,local police
male,,17,31,1,0,local police
female,,13,36,0,0,local police
male,145,17,35,1,0,local police
male,90,14,26,0,0,local police
male,,15,71,1,0,local police
male,,15,45,0,0,local police
female,,9,26,0,0,local police
female,,5,24,0,0,state police
female,75,10,20,1,1,state police
female,,11,23,1,0,local police
female,,14,51,0,0,local police
male,,15,41,1,0,local police
male,,19,56,0,0,state police
male,,11,35,1,0,state police
male,,13,36,1,0,local police
male,,16,36,1,0,local police
female,,15,27,1,0,local police
female,,11,35,1,0,local police
male,,15,47,1,1,local police
male,,15,56,1,0,local police
male,,19,55,1,0,local police
male,,13,43,1,0,local police
male,75,22,43,1,0,state police
male,115,14,21,1,1,state police
male,,23,32,1,0,local police
male,130,18,51,0,0,local police
female,155,18,23,1,0,local police
female,125,15,52,1,0,local police
male,,18,39,1,1,state police
female,,9,51,0,0,local police
male,,11,26,1,0,state police
male,,27,34,1,0,local police
female,75,10,34,0,0,state police
male,,8,30,1,1,local police
male,125,15,74,1,0,state police
female,195,22,49,1,0,local police
male,205,23,23,1,0,state police
female,,12,48,1,0,local police
male,,15,43,0,0,local police
male,,15,51,1,0,state police
female,,11,24,1,0,local police
female,,11,49,1,0,local police
male,,9,18,1,0,local police
female,,15,33,0,0,local police
female,125,20,26,0,0,local police
male,225,25,34,1,1,local police
male,155,18,24,0,0,local police
male,75,24,22,0,0,local police
male,,14,19,1,0,local police
male,,15,44,0,0,local police
female,130,17,23,1,0,local police
female,,15,27,1,0,local police
male,205,23,29,1,1,state police
male,155,18,29,1,0,local police
male,75,18,28,1,0,state police
male,145,17,32,1,1,state police
female,125,15,60,1,1,state police
female,,15,31,1,0,local police
male,215,24,38,1,1,local police
female,,15,35,1,1,local police
female,,11,20,1,0,local police
female,,15,52,0,0,local police
male,,15,43,1,0,local police
female,195,22,21,1,0,local police
male,255,28,18,0,0,local police
female,,14,54,0,0,local police
female,205,23,34,1,0,state police
female,,30,31,1,0,local police
male,,11,38,1,0,local police
female,,13,22,0,0,local police
male,195,22,25,1,0,state police
male,,12,33,1,0,local police
female,,9,20,1,0,state police
male,75,22,36,1,0,state police
male,,9,22,1,1,local police
female,145,17,64,1,0,local police
male,75,26,22,0,0,local police
male,,21,25,1,1,local police
male,175,20,19,1,0,local police
female,125,15,23,1,0,local police
male,75,10,46,1,1,local police
male,,13,30,1,1,local police
female,,15,58,0,0,local police
female,,18,33,1,0,local police
male,50,16,43,1,0,local police
male,100,24,18,0,0,local police
female,,15,47,0,0,local police
male,155,18,25,1,0,state police
male,75,24,21,1,1,state police
male,150,20,20,1,0,state police
female,,21,48,0,0,local police
female,,10,37,1,0,local police
male,,13,23,1,0,local police
male,,10,31,1,0,local police
female,,15,35,1,0,local police
female,185,21,25,1,0,local police
female,75,12,47,1,0,local police
male,205,23,43,1,0,local police
male,,25,37,1,0,state police
female,,9,33,0,0,state police
female,205,23,21,1,0,state police
male,110,16,43,1,0,local police
